age,income,credit_score,loan_amount,loan_term_months,loan_purpose,employment_type,education_level,debt_to_income_ratio,credit_history_years,previous_loans,interest_rate
61.1,52725.88,626.0,83101.91,240,home,self_employed,high_school,0.107,39.7,5,5.81
46.4,35550.8,630.0,58741.23,48,business,retired,phd,0.762,22.2,7,8.29
49.8,44535.17,722.0,59203.7,60,business,part_time,bachelor,0.266,19.7,2,5.29
40.2,42681.36,508.0,35009.65,60,auto,retired,bachelor,0.403,20.3,3,10.2
26.3,31743.56,515.0,53717.25,60,business,self_employed,bachelor,0.545,0.0,0,13.74
30.1,38514.78,612.0,21041.7,72,auto,full_time,associates,0.807,0.0,0,9.82
69.1,73727.4,687.0,82723.17,180,home,part_time,phd,0.571,48.8,11,6.44
37.0,38296.9,647.0,3594.53,48,education,retired,bachelor,0.279,15.3,7,6.25
25.7,17391.28,562.0,218177.66,240,home,retired,bachelor,1.0,0.0,0,10.85
25.6,51181.59,533.0,20922.4,12,education,retired,phd,0.841,3.7,0,11.91
24.7,36699.05,730.0,106204.66,180,home,retired,associates,0.733,0.0,0,6.59
45.7,35291.13,666.0,16928.61,60,education,part_time,phd,0.368,24.9,2,5.99
49.8,5117.46,624.0,12340.21,48,education,unemployed,high_school,0.954,19.7,2,13.76
29.1,56352.26,732.0,1000.0,60,medical,full_time,master,0.179,0.0,0,5.57
45.5,40535.3,603.0,89005.3,48,business,part_time,phd,0.549,26.6,3,9.43
40.1,46686.27,528.0,7640.81,60,medical,retired,master,0.311,10.7,1,9.52
35.9,6048.63,536.0,12480.78,60,auto,unemployed,high_school,1.0,7.6,1,15.34
35.9,31830.52,629.0,301294.29,300,home,part_time,phd,0.652,17.9,5,8.16
33.1,32277.81,741.0,112098.43,36,business,retired,associates,1.0,15.1,4,7.29
36.3,31069.35,736.0,26489.61,12,medical,full_time,bachelor,1.0,3.7,1,9.59
36.4,54128.89,714.0,225133.13,180,home,retired,associates,0.579,11.3,0,5.76
35.5,24004.69,622.0,18338.63,36,medical,part_time,phd,0.633,17.5,2,10.39
50.0,91922.06,704.0,205234.31,240,home,self_employed,phd,0.546,19.8,3,6.3
63.1,68806.8,839.0,19123.66,36,personal,retired,phd,0.325,43.8,7,6.37
30.3,6301.49,721.0,11070.7,36,education,unemployed,associates,1.0,10.0,2,12.47
41.3,29600.07,668.0,1000.0,48,medical,self_employed,associates,0.031,20.4,2,6.55
47.0,5433.47,718.0,14694.09,60,education,unemployed,bachelor,0.98,20.5,3,13.27
37.0,57333.91,650.0,8412.53,60,personal,part_time,phd,0.524,12.3,0,10.23
34.1,2448.32,688.0,14811.06,36,personal,unemployed,associates,1.0,11.3,2,14.2
39.3,45100.2,850.0,18930.92,48,medical,self_employed,associates,0.219,17.6,4,4.15
49.4,42433.24,803.0,2643.2,24,medical,full_time,bachelor,0.504,24.0,5,6.82
47.8,29449.65,593.0,504068.7,240,home,part_time,phd,1.0,28.5,7,10.02
26.5,3339.47,626.0,11543.03,60,personal,unemployed,associates,1.0,0.0,0,16.59
50.3,58841.83,600.0,17317.45,72,auto,full_time,associates,0.271,16.3,5,7.78
57.5,52461.09,671.0,32470.59,72,auto,full_time,high_school,0.205,39.5,11,4.71
45.3,7291.15,608.0,61271.35,180,home,unemployed,associates,1.0,27.3,6,13.4
41.6,37672.85,529.0,21296.27,12,personal,part_time,master,0.747,22.2,8,12.8
26.0,15000.0,625.0,8617.42,48,medical,full_time,associates,0.837,0.2,0,10.77
43.3,48660.03,702.0,7013.32,60,medical,retired,phd,0.517,18.8,8,8.66
53.9,65477.8,656.0,276784.37,240,home,retired,master,0.482,29.1,4,5.88
41.6,6585.3,533.0,215807.29,240,home,unemployed,phd,1.0,23.6,4,15.0
60.5,81992.13,736.0,32255.9,36,auto,self_employed,associates,0.647,40.9,11,7.93
49.9,21543.38,589.0,11120.36,24,education,retired,associates,0.313,31.9,6,7.42
40.8,40906.05,590.0,16818.88,12,medical,part_time,associates,0.49,14.0,4,10.82
55.3,47628.83,692.0,8372.77,12,medical,part_time,master,0.363,32.8,4,8.69
46.9,56158.14,632.0,20700.64,48,personal,full_time,bachelor,0.365,15.9,4,8.77
44.3,6403.04,570.0,1000.0,60,business,unemployed,master,0.245,14.5,4,13.93
37.9,33893.7,685.0,323722.16,180,home,retired,bachelor,0.802,10.4,0,6.51
25.0,16266.43,557.0,15344.2,60,personal,retired,high_school,0.649,0.0,0,12.07
37.7,45413.94,637.0,9980.31,36,personal,self_employed,associates,0.406,13.1,3,10.39
46.7,49781.52,758.0,30259.44,72,auto,retired,bachelor,0.541,13.8,4,6.5
25.0,36002.96,737.0,260873.69,300,home,retired,phd,0.652,0.0,0,6.67
49.4,7017.68,591.0,35336.85,12,education,unemployed,bachelor,1.0,23.3,5,15.01
48.6,62466.74,749.0,14020.38,36,education,full_time,associates,0.348,29.0,9,4.54
33.6,36565.99,726.0,12702.35,36,education,full_time,master,0.136,12.8,4,3.68
51.2,37383.18,749.0,14495.22,48,personal,retired,associates,0.406,27.9,4,8.28
61.8,67539.75,746.0,56466.5,24,business,retired,phd,0.557,36.9,5,7.65
48.5,7423.42,748.0,32537.62,48,medical,unemployed,master,1.0,28.3,5,13.69
31.2,40628.8,718.0,26729.02,12,business,full_time,associates,1.0,7.0,2,8.94
46.8,67963.17,699.0,32090.39,24,business,full_time,master,0.412,25.6,4,6.89
37.4,61830.03,746.0,56942.76,36,business,self_employed,bachelor,0.669,15.0,5,9.06
44.5,18763.72,557.0,127471.45,300,home,retired,associates,0.38,20.1,4,8.74
35.5,36652.98,703.0,61964.71,360,home,self_employed,bachelor,0.45,17.5,9,7.48
27.9,37407.99,401.0,18211.44,24,education,full_time,master,0.447,8.5,3,10.25
49.2,88610.08,712.0,10802.65,24,personal,self_employed,phd,0.475,16.6,0,9.49
33.3,68620.68,765.0,17272.91,48,auto,self_employed,associates,0.276,15.3,2,4.5
29.7,23064.39,466.0,22058.77,48,auto,part_time,phd,0.376,5.1,0,9.52
43.9,50788.53,614.0,41178.27,48,auto,part_time,master,0.382,17.7,6,7.35
42.5,28454.68,760.0,2438.11,24,personal,retired,bachelor,0.528,17.7,6,7.66
42.0,36716.05,765.0,272137.17,360,home,full_time,high_school,0.662,20.7,5,3.94
44.4,54239.39,540.0,19843.03,12,education,full_time,associates,0.745,12.1,3,11.34
49.8,89586.94,813.0,10008.99,36,education,self_employed,phd,0.462,23.6,4,7.48
39.7,20390.74,660.0,10702.69,48,personal,retired,phd,0.209,21.7,2,6.45
25.0,10500.0,570.0,23453.3,48,personal,retired,bachelor,1.0,0.2,0,13.39
61.0,65229.39,657.0,29729.54,36,auto,retired,bachelor,0.404,43.0,9,6.97
45.5,4704.97,755.0,96391.96,60,business,unemployed,associates,1.0,27.5,7,11.52
41.0,48692.54,660.0,1439.86,48,personal,retired,high_school,0.362,12.5,2,8.33
30.2,3259.83,693.0,265763.37,360,home,unemployed,bachelor,1.0,0.0,0,11.83
63.3,103394.52,827.0,225602.47,240,home,full_time,master,0.356,42.8,8,3.04
25.9,35879.0,596.0,94867.1,300,home,retired,phd,0.526,0.0,0,10.54
18.0,30938.79,707.0,15043.66,24,personal,retired,master,0.314,0.0,0,6.87
34.6,79584.44,633.0,32422.1,60,auto,self_employed,associates,0.466,11.5,5,10.21
49.9,61794.7,761.0,14259.2,36,personal,retired,phd,0.097,24.5,3,4.4
18.0,4050.33,792.0,68187.12,24,business,unemployed,bachelor,1.0,0.0,0,12.29
41.1,64065.63,607.0,28463.11,48,personal,self_employed,phd,0.188,19.7,4,8.15
18.0,3213.29,637.0,24521.7,48,auto,unemployed,master,1.0,0.0,0,14.35
32.2,31654.0,645.0,136018.74,300,home,part_time,associates,0.448,2.0,0,7.04
32.4,32876.61,827.0,27689.0,48,business,retired,bachelor,0.463,7.1,3,6.51
33.6,34741.2,621.0,8433.29,24,medical,part_time,bachelor,0.487,13.2,3,10.11
57.8,50615.01,670.0,7642.66,72,auto,full_time,phd,0.691,30.5,5,8.49
51.5,65616.39,680.0,17303.36,60,medical,part_time,phd,0.313,25.0,7,5.98
64.6,91555.56,794.0,40799.35,36,business,self_employed,associates,0.483,33.0,13,8.96
41.2,43641.88,655.0,29256.19,12,education,retired,master,0.915,16.1,3,8.33
57.8,79574.72,677.0,17053.48,24,medical,full_time,phd,0.259,30.7,11,5.04
42.3,42802.97,636.0,16035.57,48,personal,part_time,high_school,0.357,5.7,0,8.51
29.3,5639.76,682.0,4773.5,36,medical,unemployed,high_school,0.282,8.6,1,10.98
48.3,76103.74,643.0,7968.06,60,personal,self_employed,master,0.407,19.9,3,10.25
31.6,39555.21,445.0,8496.62,12,personal,self_employed,associates,0.427,6.2,1,12.71
29.7,30872.64,490.0,19854.28,60,personal,full_time,phd,0.442,7.4,2,11.07
49.3,64111.06,746.0,17589.06,60,education,retired,bachelor,0.352,31.3,4,4.58
24.3,27918.28,703.0,1000.0,36,personal,self_employed,bachelor,0.359,0.0,0,8.65
44.7,3126.86,580.0,18628.48,48,medical,unemployed,associates,1.0,20.5,4,16.07
44.2,10023.64,676.0,36887.68,36,education,unemployed,high_school,1.0,16.0,3,12.57
22.8,29785.94,764.0,25397.99,60,auto,part_time,phd,0.37,0.0,0,6.21
41.0,46998.92,643.0,22967.64,48,education,retired,phd,0.533,11.1,2,8.09
28.4,42185.53,697.0,36685.97,60,auto,full_time,high_school,0.519,5.3,0,8.66
33.2,51204.29,656.0,18415.87,36,personal,self_employed,bachelor,0.322,8.7,1,8.55
24.5,14625.35,672.0,3753.12,48,medical,retired,master,0.319,2.6,0,7.25
48.4,7149.03,525.0,11699.79,60,personal,unemployed,master,0.984,17.3,5,17.39
30.9,1656.41,578.0,79729.89,24,business,unemployed,associates,1.0,4.0,0,16.56
52.3,36912.13,776.0,21570.06,48,auto,full_time,bachelor,0.33,31.0,6,4.44
33.8,71565.2,728.0,33805.63,48,auto,full_time,master,0.337,12.9,4,5.35
30.7,50914.33,598.0,168604.78,180,home,full_time,phd,0.514,1.8,0,9.72
24.2,34561.13,687.0,170448.37,180,home,retired,phd,0.329,0.0,0,5.13
43.0,46782.8,623.0,42137.99,180,home,retired,phd,0.505,10.8,2,8.3
38.7,37597.38,572.0,27696.04,36,auto,retired,master,0.885,11.1,3,10.54
62.0,101149.78,662.0,19113.08,48,auto,self_employed,phd,0.27,43.8,4,5.07
56.8,7531.99,675.0,18419.99,24,medical,unemployed,master,1.0,23.5,7,13.5
40.9,29055.98,770.0,31778.74,36,auto,retired,bachelor,0.676,13.3,2,5.98
37.2,37985.43,444.0,18088.2,48,personal,self_employed,high_school,0.501,19.2,3,13.65
32.7,58897.9,648.0,16175.94,60,personal,retired,phd,0.15,9.1,3,6.71
41.9,44608.42,690.0,8077.61,60,medical,part_time,phd,0.036,18.7,1,6.38
39.5,22171.13,478.0,5968.29,48,education,retired,bachelor,0.726,18.1,1,10.69
54.0,5504.68,662.0,12212.58,60,education,unemployed,associates,1.0,32.7,4,12.62
47.2,108288.17,769.0,68728.07,60,business,self_employed,master,0.599,24.9,7,7.68
19.0,58004.16,738.0,26147.22,36,business,full_time,bachelor,0.337,0.0,0,6.93
36.5,4222.31,705.0,14793.29,24,personal,unemployed,master,1.0,14.4,4,12.63
41.7,54128.37,672.0,181230.61,240,home,full_time,master,0.258,17.6,4,3.63
31.4,56240.87,604.0,1000.0,60,business,self_employed,master,0.119,8.6,0,8.39
48.6,4857.13,618.0,39156.97,36,business,unemployed,high_school,1.0,30.6,11,14.07
43.7,5880.63,674.0,17794.34,60,personal,unemployed,high_school,0.865,23.6,3,14.23
48.3,65357.98,797.0,12896.2,36,education,full_time,bachelor,0.439,27.2,10,4.33
52.2,7752.99,653.0,18844.0,48,education,unemployed,bachelor,0.977,23.6,5,12.6
30.8,35356.1,741.0,38336.7,72,auto,part_time,phd,0.531,11.2,1,7.12
54.5,68528.03,651.0,1000.0,12,personal,part_time,phd,0.171,26.2,4,6.04
60.2,77713.64,699.0,8945.76,60,education,part_time,phd,0.544,28.0,3,7.47
40.2,59205.07,619.0,12035.89,60,medical,self_employed,master,0.306,19.2,7,7.93
61.2,8224.77,393.0,22970.32,36,auto,unemployed,master,1.0,23.1,7,15.23
53.0,37688.99,606.0,7523.13,12,personal,part_time,bachelor,0.679,35.0,7,11.29
52.7,50112.53,756.0,76452.39,36,business,retired,phd,0.892,30.7,8,6.79
45.1,7707.95,525.0,32934.52,60,auto,unemployed,associates,1.0,16.7,1,15.24
32.1,29276.03,621.0,271423.75,180,home,part_time,high_school,0.75,10.6,2,8.28
49.4,52695.29,818.0,17141.57,36,personal,full_time,bachelor,0.536,23.9,6,7.57
61.3,8361.39,700.0,2444.22,12,medical,unemployed,bachelor,0.452,43.3,12,13.15
33.2,32351.23,601.0,20555.2,36,auto,full_time,bachelor,0.385,0.0,0,8.57
51.6,36823.54,658.0,7782.09,48,personal,part_time,phd,0.314,24.9,3,6.98
30.3,3455.24,697.0,1783.18,48,personal,unemployed,master,0.315,12.3,2,11.82
28.0,44211.91,799.0,80357.18,240,home,self_employed,high_school,0.494,8.2,1,6.32
38.5,40541.03,633.0,84665.89,12,business,self_employed,high_school,1.0,10.5,2,10.23
38.9,6082.74,563.0,3035.54,48,auto,unemployed,associates,0.495,18.8,2,16.07
55.9,7256.3,583.0,177682.78,180,home,unemployed,master,1.0,31.2,9,15.48
34.3,3702.82,696.0,71152.99,24,business,unemployed,bachelor,1.0,5.0,0,12.91
44.2,33370.16,589.0,50152.56,12,business,part_time,high_school,1.0,14.4,4,10.72
66.6,52030.21,771.0,45791.4,48,business,part_time,associates,0.525,48.6,13,6.98
55.9,74648.32,629.0,13542.62,36,auto,self_employed,master,0.174,33.1,9,7.2
18.0,27694.59,650.0,359522.8,300,home,retired,associates,0.708,0.0,0,7.9
38.7,36490.41,755.0,35526.49,60,auto,self_employed,phd,0.424,15.0,1,5.72
34.7,34832.68,628.0,439053.55,240,home,part_time,high_school,0.919,10.3,4,8.72
50.3,70880.99,574.0,31793.27,240,home,self_employed,phd,0.52,20.6,2,11.04
49.3,58499.91,590.0,420578.64,360,home,retired,master,0.482,31.3,5,8.93
37.0,30982.34,627.0,393295.67,360,home,full_time,bachelor,0.828,9.2,2,7.38
43.0,28775.39,560.0,17525.76,12,personal,part_time,associates,1.0,15.6,2,12.76
20.5,17542.24,722.0,76245.4,12,business,part_time,bachelor,1.0,2.5,0,9.95
56.0,92485.59,729.0,19054.42,12,medical,self_employed,associates,0.206,38.0,8,6.19
30.5,60932.57,610.0,28768.83,24,medical,self_employed,high_school,0.345,6.9,1,9.06
53.9,28465.91,713.0,24120.74,72,auto,full_time,associates,0.658,24.7,3,6.97
18.0,28575.65,657.0,13454.06,36,education,self_employed,bachelor,0.5,0.0,0,8.51
36.4,35575.89,627.0,50720.99,360,home,part_time,phd,0.531,6.5,1,8.34
47.2,48643.38,716.0,14985.74,12,personal,part_time,master,0.691,14.4,4,9.75
18.0,6168.13,633.0,7602.85,36,education,unemployed,phd,0.779,0.0,0,14.51
54.5,5851.41,545.0,33277.75,48,auto,unemployed,associates,1.0,30.0,4,16.79
52.6,77777.82,599.0,14013.62,48,personal,self_employed,associates,0.175,21.8,4,10.67
54.6,46501.77,704.0,11271.13,24,education,retired,master,0.33,35.7,3,4.33
27.2,36268.51,691.0,5137.09,72,auto,retired,high_school,0.365,0.0,0,7.75
22.7,30704.61,670.0,15434.72,36,education,self_employed,master,0.582,0.0,0,10.03
46.3,92848.38,773.0,14907.12,60,medical,full_time,phd,0.139,18.5,6,4.21
42.7,49867.08,591.0,99929.86,300,home,part_time,phd,0.537,24.7,9,10.62
26.1,22610.93,547.0,25052.13,12,personal,part_time,associates,1.0,4.4,2,13.74
41.2,6134.83,423.0,26110.88,72,auto,unemployed,associates,0.853,22.0,6,15.63
49.4,48119.22,684.0,10554.91,36,education,part_time,associates,0.358,18.6,5,5.91
36.5,3619.8,547.0,8931.86,36,medical,unemployed,master,1.0,9.3,1,17.25
21.1,15308.55,729.0,13754.22,12,education,full_time,high_school,1.0,3.1,0,7.82
38.2,27885.12,517.0,31673.55,36,auto,part_time,high_school,0.706,18.2,4,11.2
54.3,47505.77,572.0,36859.44,24,business,full_time,bachelor,0.419,31.7,4,11.08
51.5,28900.4,578.0,16939.7,48,education,full_time,high_school,0.495,19.1,8,10.98
47.7,58393.51,660.0,25528.73,60,education,retired,phd,0.464,24.3,9,8.46
48.7,70081.73,714.0,12855.55,24,personal,full_time,master,0.575,16.0,3,8.46
45.4,72182.44,681.0,121766.25,240,home,full_time,associates,0.353,18.5,2,4.36
38.4,76019.3,809.0,75648.34,12,business,full_time,phd,1.0,15.1,6,7.13
46.8,45853.2,813.0,21787.65,48,medical,retired,master,0.47,24.1,5,6.11
29.0,36210.79,682.0,1786.53,36,education,full_time,master,0.238,0.8,0,5.26
31.0,50520.76,718.0,9786.37,12,medical,full_time,associates,0.474,1.6,0,9.46
27.9,69067.71,580.0,34546.42,36,auto,full_time,master,0.395,0.0,0,10.66
41.0,29422.28,617.0,10348.3,48,education,part_time,high_school,0.361,0.0,0,7.27
44.7,44669.69,764.0,7344.01,24,education,part_time,bachelor,0.411,8.7,3,5.02
55.4,35990.54,652.0,27155.16,60,education,part_time,associates,0.417,22.2,9,6.5
34.4,74068.83,621.0,11116.41,60,medical,full_time,phd,0.329,2.7,1,8.68
28.5,5433.92,679.0,22526.95,48,medical,unemployed,master,1.0,0.7,0,14.61
38.5,30412.95,637.0,25985.26,72,auto,part_time,high_school,0.412,13.6,4,9.05
38.1,61445.47,637.0,24605.66,24,medical,self_employed,associates,0.558,18.1,2,9.9
36.2,17415.14,850.0,1000.0,36,business,retired,associates,0.321,16.9,5,5.42
42.5,45864.41,632.0,7722.78,36,personal,retired,master,0.542,24.1,3,10.33
39.6,6337.66,692.0,9022.26,36,medical,unemployed,phd,0.648,20.8,2,13.27
41.3,28980.36,775.0,11683.63,60,education,part_time,associates,0.259,18.4,4,2.91
37.5,5973.57,627.0,25491.85,36,education,unemployed,bachelor,1.0,15.0,1,12.78
41.1,7117.42,600.0,66533.8,48,business,unemployed,master,1.0,7.8,3,16.0
54.7,59984.42,563.0,5947.96,60,personal,full_time,high_school,0.322,27.6,3,9.04
42.3,34555.19,604.0,27018.87,60,auto,retired,high_school,0.612,19.3,2,8.72
24.8,15000.0,571.0,1000.0,48,auto,self_employed,high_school,0.147,2.5,0,9.59
59.0,83914.65,739.0,11089.6,36,medical,full_time,master,0.375,37.3,6,6.7
22.8,32953.48,544.0,7981.19,60,education,retired,associates,0.385,0.8,0,10.01
19.6,28257.82,495.0,165939.59,180,home,part_time,associates,0.658,0.0,0,10.72
41.7,29256.21,640.0,2704.24,48,auto,self_employed,phd,0.433,13.9,1,7.12
54.3,80124.48,718.0,24449.77,24,education,self_employed,master,0.438,33.1,8,6.89
53.8,50201.83,673.0,10194.85,12,personal,self_employed,bachelor,0.37,29.0,5,9.11
36.1,4232.93,668.0,4987.8,24,education,unemployed,associates,1.0,2.1,0,13.5
47.6,52769.93,644.0,63546.42,24,business,self_employed,high_school,0.942,21.3,3,9.42
44.3,67314.83,634.0,277462.56,300,home,retired,phd,0.511,25.8,8,7.84
18.0,30054.74,609.0,47406.28,12,business,retired,high_school,1.0,0.0,0,10.83
49.1,74333.93,688.0,1707.28,48,personal,self_employed,high_school,0.502,16.7,1,10.21
24.8,20576.54,629.0,17022.09,36,auto,full_time,phd,0.778,0.0,0,8.99
60.1,100142.09,850.0,1000.0,60,personal,full_time,phd,0.333,37.5,6,5.26
46.1,46450.73,760.0,11805.36,60,education,self_employed,high_school,0.057,19.1,2,3.42
37.0,34277.21,705.0,24861.18,24,education,self_employed,bachelor,0.658,19.0,2,7.37
18.0,31697.4,705.0,14133.33,48,medical,full_time,bachelor,0.331,0.0,0,6.26
60.2,78284.02,765.0,21061.87,60,education,retired,phd,0.16,38.5,16,2.16
46.2,42311.0,680.0,5409.4,36,business,part_time,high_school,0.379,15.6,1,6.93
39.9,39179.67,641.0,29381.37,60,auto,part_time,phd,0.331,15.3,1,6.83
52.7,6215.7,666.0,15081.8,12,education,unemployed,high_school,1.0,32.9,11,13.34
54.4,5705.06,654.0,20585.32,12,personal,unemployed,associates,1.0,32.8,5,14.43
38.6,41624.35,649.0,25132.2,24,business,retired,phd,0.78,18.4,6,10.42
41.2,6699.45,649.0,1000.0,24,education,unemployed,bachelor,0.178,5.3,2,11.37
45.4,6096.34,713.0,26293.17,60,medical,unemployed,phd,1.0,27.4,5,13.0
49.9,23390.88,635.0,9626.29,60,education,retired,bachelor,0.469,13.8,3,8.86
42.7,42248.04,661.0,198225.82,300,home,part_time,bachelor,0.327,16.5,4,4.39
32.5,23081.1,754.0,13029.68,60,medical,self_employed,phd,0.347,7.3,3,5.57
33.3,36319.59,526.0,15318.91,48,medical,full_time,high_school,0.523,5.2,1,11.4
18.0,15000.0,502.0,18089.81,24,personal,self_employed,phd,0.849,0.0,0,14.58
31.7,59441.52,790.0,11354.7,12,education,self_employed,master,0.602,5.5,1,7.66
35.3,23497.41,592.0,13243.79,60,personal,part_time,master,0.521,8.3,1,12.62
28.8,15394.85,631.0,19312.94,72,auto,retired,phd,0.654,0.0,0,9.43
61.8,30545.86,622.0,12841.56,60,auto,part_time,high_school,0.182,43.8,6,7.05
50.1,75328.32,722.0,272509.97,180,home,full_time,bachelor,0.587,21.1,7,6.76
32.5,19049.06,395.0,44731.25,60,auto,retired,bachelor,0.644,12.3,3,11.12
25.1,50059.92,644.0,19421.16,12,medical,self_employed,high_school,0.906,3.8,1,11.25
41.1,5759.85,518.0,9926.42,12,business,unemployed,master,1.0,11.0,3,16.45
70.5,72555.65,663.0,17177.59,60,medical,part_time,master,0.146,44.5,12,5.7
36.5,11192.01,696.0,23759.47,60,education,part_time,bachelor,1.0,13.6,5,7.88
38.0,31698.66,685.0,3552.15,60,business,retired,master,0.439,16.0,4,7.69
29.5,32789.8,739.0,83632.29,60,business,full_time,bachelor,0.661,11.5,1,6.41
42.6,32850.69,673.0,12906.85,24,personal,full_time,associates,0.344,13.9,5,6.31
43.6,68261.85,642.0,17169.15,60,auto,self_employed,high_school,0.643,17.7,6,10.53
55.6,4409.51,609.0,17220.2,12,medical,unemployed,high_school,1.0,32.6,6,14.91
48.3,3285.07,364.0,16723.95,36,medical,unemployed,high_school,1.0,21.8,2,16.45
33.8,37138.42,700.0,335835.72,300,home,full_time,master,0.821,11.8,3,5.66
39.3,40467.51,589.0,1000.0,60,business,part_time,phd,0.32,10.4,1,9.63
39.9,34252.96,627.0,1000.0,60,business,self_employed,high_school,0.352,0.6,0,8.86
31.4,47828.65,656.0,46003.96,48,auto,full_time,associates,0.501,0.0,0,7.48
25.6,8764.99,616.0,23868.25,12,education,unemployed,associates,1.0,0.0,0,13.3
47.7,12275.64,700.0,14063.56,36,education,part_time,high_school,0.774,24.2,5,7.54
40.6,3867.18,582.0,115093.12,24,business,unemployed,master,1.0,21.3,5,15.41
42.8,44501.58,725.0,12516.83,36,medical,self_employed,high_school,0.094,20.0,3,5.28
49.3,71306.02,654.0,8052.49,60,auto,self_employed,master,0.594,19.8,2,8.83
54.8,65868.35,614.0,69451.18,12,business,self_employed,high_school,1.0,34.3,7,10.1
69.6,71801.65,729.0,5699.13,48,auto,self_employed,associates,0.385,50.3,10,6.44
40.2,6972.92,778.0,11959.57,24,medical,unemployed,master,1.0,9.4,3,12.53
40.5,3447.88,575.0,1000.0,60,education,unemployed,high_school,0.393,15.7,3,13.99
23.1,2639.24,617.0,17641.46,48,auto,unemployed,bachelor,1.0,0.0,0,14.61
41.4,76292.35,758.0,20552.26,36,education,self_employed,phd,0.09,22.4,3,4.66
31.1,29120.73,611.0,15410.86,48,auto,retired,phd,0.322,6.1,3,7.04
68.6,68214.9,698.0,10037.89,24,education,retired,bachelor,0.418,45.2,7,5.84
38.3,37812.55,742.0,6855.7,60,medical,self_employed,bachelor,0.384,15.4,2,7.15
37.2,4246.65,690.0,29214.47,48,auto,unemployed,bachelor,1.0,10.8,3,13.05
46.6,68845.85,711.0,13104.33,60,education,full_time,master,0.217,25.5,6,3.98
29.8,36006.81,454.0,8770.08,24,personal,part_time,high_school,0.345,0.0,0,10.3
47.5,54057.03,790.0,96356.79,48,business,self_employed,high_school,0.811,24.1,6,7.81
35.5,6446.32,502.0,6411.91,36,medical,unemployed,master,0.809,11.6,3,17.16
36.3,27228.93,714.0,185676.45,240,home,part_time,bachelor,0.818,10.7,1,6.31
51.0,53012.5,722.0,15805.88,60,education,full_time,bachelor,0.451,24.5,4,6.99
24.9,24994.44,571.0,19687.93,60,education,retired,master,0.653,0.0,0,12.26
38.5,25082.45,696.0,20535.46,48,auto,retired,bachelor,0.492,11.4,5,7.49
25.5,18727.51,724.0,80366.01,360,home,self_employed,high_school,0.143,3.6,0,5.1
36.7,37552.31,602.0,9557.32,48,education,retired,bachelor,0.336,13.3,2,6.74
47.7,34333.39,562.0,80515.23,48,business,part_time,master,0.738,19.7,3,10.8
61.0,51898.14,630.0,27557.84,48,auto,part_time,phd,0.527,43.0,12,8.37
24.8,36426.68,756.0,37702.89,12,business,full_time,bachelor,1.0,0.0,0,7.19
40.5,3739.57,624.0,25051.43,48,auto,unemployed,master,1.0,22.5,8,13.7
26.7,23625.11,558.0,28234.52,72,auto,full_time,bachelor,0.414,8.7,4,8.63
50.9,4742.35,609.0,26008.05,36,medical,unemployed,associates,1.0,32.9,5,15.05
35.1,31852.92,632.0,43574.72,48,business,part_time,phd,0.722,7.0,2,11.49
39.1,44493.86,788.0,23217.53,48,medical,retired,high_school,0.428,17.3,2,5.06
23.1,4620.04,685.0,2728.65,60,education,unemployed,master,0.441,0.1,0,11.01
30.3,43092.93,637.0,24500.73,12,education,retired,associates,0.846,0.5,0,9.25
47.5,60460.67,670.0,64313.73,48,business,full_time,associates,0.462,19.5,2,8.27
33.4,37828.64,743.0,24454.63,60,education,part_time,high_school,0.355,3.6,2,5.74
36.6,21189.78,705.0,9343.2,48,education,full_time,phd,0.554,18.6,2,6.54
25.4,30190.49,726.0,21276.82,60,auto,full_time,associates,0.676,3.1,1,7.8
28.8,7409.6,638.0,15150.37,36,personal,unemployed,phd,0.853,9.7,3,15.25
50.0,55014.61,612.0,7490.3,36,business,part_time,phd,0.433,17.1,5,8.78
64.7,56030.98,689.0,36990.26,60,medical,full_time,associates,0.442,40.0,7,7.6
35.7,3731.6,684.0,8191.08,48,medical,unemployed,bachelor,0.665,12.1,2,13.41
33.9,13604.74,663.0,260086.89,240,home,retired,high_school,1.0,15.7,3,7.18
41.5,46062.4,552.0,26097.53,72,auto,retired,associates,0.325,12.3,3,9.1
29.8,33323.41,632.0,64079.23,12,business,self_employed,phd,1.0,6.7,3,10.37
44.7,4687.71,585.0,19264.83,24,education,unemployed,bachelor,1.0,13.1,4,15.66
45.7,72318.64,626.0,14246.05,36,personal,full_time,phd,0.394,25.9,5,9.04
21.8,53059.31,651.0,45246.89,180,home,full_time,bachelor,0.285,0.0,0,5.23
40.2,74461.71,668.0,106294.23,360,home,self_employed,phd,0.303,22.2,7,4.43
23.3,10521.29,669.0,26394.52,72,auto,retired,associates,0.835,1.7,0,8.49
28.1,3656.46,707.0,171406.69,240,home,unemployed,associates,1.0,6.7,2,10.35
18.3,22797.92,696.0,9628.96,24,medical,retired,master,0.762,0.0,0,9.05
40.4,53714.47,564.0,30282.7,36,auto,part_time,bachelor,0.44,18.9,7,9.61
49.6,95414.99,697.0,27268.98,48,personal,self_employed,phd,0.601,28.8,2,9.94
29.0,17733.06,539.0,266750.89,240,home,part_time,master,0.958,5.3,0,10.61
40.2,72211.21,774.0,26480.52,36,education,full_time,bachelor,0.641,15.9,3,5.32
33.3,3952.53,653.0,40878.04,48,business,unemployed,high_school,1.0,8.0,1,14.67
